st_gene_id	diffexp_log2fc_WT_48H-vs-MYC2_48H	diffexp_deseq2_pvalue_WT_48H-vs-MYC2_48H
TraesCS4D02G275500	-0.165360658	0.336982316
TraesCS4B02G095600	0.280157945	0.53763811
TraesCS7D02G486900	0.073043551	0.791287081
TraesCS3D02G311100	-0.080933536	0.41490758
TraesCS3D02G194800	-0.267039143	0.102077207
TraesCS6B02G444700	-0.101649917	0.447105991
TraesCS3B02G461300	0.90572423	0.824340734
TraesCS5B02G079800	-0.0732345	0.608221269
TraesCS5A02G193300	-0.088834003	0.623178806
TraesCS7D02G310100	-0.054791671	0.884475477
TraesCS4B02G171500	NA	NA
TraesCS2A02G204000	-0.273711782	0.839318184
TraesCS1B02G089100	0.351273431	0.2370542
TraesCS5D02G134700	-1.017829122	0.803021211
TraesCS1A02G148000	0.037126718	0.679263536
TraesCS1B02G201000	-0.339459719	0.006523023
TraesCS5A02G498400	0.934976697	0.550698599
TraesCS7A02G100500	-0.192565296	0.784811504
TraesCS4A02G351500	0.457335574	0.687891611
TraesCS2A02G345500	2.382681259	0.257750482
TraesCS7A02G476700	0.362547267	0.112404368
TraesCS7B02G119000	0.126022126	0.197826198
TraesCS4A02G067800	0.263523406	0.812281706
TraesCS3B02G240500	-0.006241012	0.945981772
TraesCS4B02G275200	-0.051103581	0.975046756
TraesCS5D02G283800	0.070534341	0.628916346
TraesCS6D02G153500	NA	NA
TraesCS3D02G374000	0.229907299	0.425287488
TraesCS1D02G271700	2.387852437	0.384871519
TraesCS6D02G253600	0.099496043	0.676101718
TraesCS5B02G327200	NA	NA
TraesCS3B02G317700	-2.048718083	0.121432146
TraesCS5D02G069100	-1.017829122	0.803021211
TraesCS2B02G043700	0.787645089	0.003258519
TraesCS7D02G076100	0.588389774	0.314154771
TraesCS5A02G111600	0.020064603	0.936118592
TraesCS4D02G261600	0.206707639	0.880526771
TraesCS5D02G144400	0.018095574	0.891913019
TraesCS7B02G035100	0.250236018	0.554069907
TraesCS2B02G347100	0.185190414	0.286768278
TraesCS2D02G239600	0.036957754	0.740957691
TraesCS3B02G556200	-0.056044324	0.986224416
TraesCS4A02G424900	0.371662105	0.17472362
TraesCS3A02G292700	-0.339349718	0.014638271
TraesCS5D02G006100	-0.175910542	0.090748362
TraesCS2D02G044100	0.461977192	0.429112572
TraesCS2A02G046100	-0.011401571	0.894052077
TraesCS1A02G184300	-0.178792389	0.132624251
TraesCS6D02G112900	0.960715482	0.012864336
TraesCS2A02G528700	0.096611052	0.547343363
TraesCS7B02G110900	0.177081545	0.454179789
TraesCS4B02G104200	-1.017829122	0.803021211
TraesCS7A02G474200	NA	NA
TraesCS5A02G397700	-1.286887144	0.395205665
TraesCS6A02G310800	-0.957058416	0.716250891
TraesCS2B02G393300	-0.056044331	0.986231787
TraesCS4D02G132200	-0.207708546	0.082695968
TraesCS3D02G105900	-0.102388291	0.470270782
TraesCS3A02G319800	-0.052849626	0.542095987
TraesCS7D02G281200	-0.236003428	0.007520455
TraesCS5B02G179800	-0.042134547	0.552158557
TraesCS5D02G181000	-0.104301442	0.445722666
TraesCS3A02G120000	NA	NA
TraesCS5B02G119700	0.130699196	0.512113042
TraesCS2D02G257600	-0.263472662	0.210104102
TraesCS2B02G460700	1.388910538	0.141511411
TraesCS7A02G455900	0.174725407	0.890133275
TraesCS7B02G233600	-0.026841556	0.793225387
TraesCS5A02G532200	-1.035019527	1.78E-05
TraesCS5D02G453500	0.075072531	0.316992579
TraesCS3B02G090000	NA	NA
TraesCS5A02G501900	0.001372961	0.986931538
TraesCS7D02G430100	0.74769188	0.583762529
TraesCS1A02G403200	-0.132562167	0.318366483
TraesCS4A02G017200	0.199122378	0.028544202
TraesCS3D02G157300	NA	NA
TraesCS7A02G191900	-1.017829122	0.803021211
TraesCS2B02G427900	0.07512456	0.27250604
TraesCS7D02G119900	0.045633709	0.871830723
TraesCS3B02G450900	-1.524877655	0.521249443
TraesCS6A02G070900	-0.264570774	0.766279489
TraesCS7D02G153600	0.023765431	0.967927109
TraesCS7B02G216700	1.378929845	0.000210825
TraesCS5D02G340000	0.093495708	0.46585047
TraesCS6A02G123300	0.573365635	0.023426758
TraesCS2A02G057500	0.90572423	0.824340734
TraesCS2B02G473700	-0.066886227	0.80327241
TraesCS4B02G008200	-0.173111269	0.685552507
TraesCS7B02G078300	0.423360213	0.001651328
TraesCS3D02G162900	0.059216642	0.534769629
TraesCSU02G160100	0.188890955	0.323140002
TraesCS5B02G141000	-0.10292752	0.500873605
TraesCS5D02G330520	NA	NA
TraesCS7B02G114300	NA	NA
TraesCS2D02G180500	-0.556221463	0.509394009
TraesCS5B02G526100	-1.191601829	0.15316181
TraesCS2A02G269200	-0.056044226	0.986128429
TraesCS3B02G208200	0.23444151	0.03263723
TraesCS5B02G533900	0.370216516	0.768458409
TraesCS7B02G182100	-0.014415266	0.856352492
TraesCS5D02G493100	0.90572423	0.824340734
TraesCS3A02G539300	-0.432922861	0.155207323
TraesCS2D02G194600	-0.634039557	0.771326341
TraesCS4A02G053700	0.322219531	0.019565217
TraesCS6D02G156000	NA	NA
TraesCS7A02G521300	0.235449514	0.089511751
TraesCS3D02G449800	0.101754999	0.899516986
TraesCS5D02G169900	-0.245219102	0.001522987
TraesCS7D02G094900	-0.602419214	3.33E-17
TraesCS6B02G454200	0.543815116	0.166944862
TraesCS1B02G099700	-1.017829122	0.803021211
TraesCS7A02G374200	0.952558266	0.626145111
TraesCS6D02G171900	0.015308002	0.927130252
TraesCS3B02G097000	-0.033035709	0.805663228
TraesCS3A02G287200	0.573131258	0.015582945
TraesCS6B02G035600	0.006307722	0.976802475
TraesCS2A02G455300	0.004486109	0.994540901
TraesCS2D02G244500	-0.180310359	0.024297657
TraesCS7B02G213800	NA	NA
TraesCS4B02G118200	-0.476675993	0.696508662
TraesCS4B02G208600	-0.032227535	0.878858746
TraesCS7B02G399400	-1.017829122	0.803021211
TraesCS3A02G367900	-0.986562741	0.167240168
TraesCS6B02G009000	-1.94296282	0.567405036
TraesCS7B02G263200	-0.021654831	0.940736485
TraesCS2A02G185900	-0.14871023	0.692016252
TraesCS6A02G160400	0.492152434	0.105443778
TraesCS4D02G337400	-0.584368525	0.105670719
TraesCS7B02G495000	1.797985593	0.576212367
TraesCS3B02G204300	0.491615364	0.008712164
TraesCS3B02G332800	NA	NA
TraesCSU02G007200	-0.137479985	0.258416738
TraesCSU02G216900	0.90572423	0.824340734
TraesCS1A02G377300	NA	NA
TraesCS1A02G248600	0.039505791	0.829522152
TraesCS4D02G321500	-0.055657142	0.724740914
TraesCS6A02G302900	0.90572423	0.824340734
TraesCS6D02G286200	0.534187828	0.708381838
TraesCS7A02G027000	NA	NA
TraesCS2B02G494700	0.162173775	0.599397111
TraesCS3A02G284100	-1.126990895	0.071759659
TraesCS4D02G074300	-0.098940146	0.644379786
TraesCS5D02G366200	-0.430359811	0.565494622
TraesCS5B02G113900	-0.15802992	0.654624686
TraesCS1A02G262100	-0.058848203	0.55825091
TraesCS6B02G144900	-0.540159873	0.409435268
TraesCS2A02G258800	0.211740483	0.87565111
TraesCS4A02G122900	0.037929509	0.674222414
TraesCS1D02G219900	0.519629783	0.730366731
TraesCS1A02G027700	-3.858961459	0.011288271
TraesCS4B02G231100	NA	NA
TraesCS5B02G394800	-0.167678968	0.53668548
TraesCS3B02G319100	-0.352662513	0.120557664
TraesCS4A02G325000	-2.898160049	0.239725596
TraesCS6D02G018941	-0.638517048	0.323604263
TraesCS4B02G097600	-0.792606672	0.630256333
TraesCS7B02G273400	-0.083145926	0.872369358
TraesCS2D02G136100	-0.135607583	0.046990545
TraesCS7D02G092900	0.178446605	0.018780417
TraesCS7A02G160400	NA	NA
TraesCS3B02G219100	-0.977795671	0.72559451
TraesCS5A02G448200	0.027933518	0.836950313
TraesCS6B02G415000	2.394376102	0.419900662
TraesCS5D02G532800	-5.007492993	0.001067667
TraesCS4A02G356200	1.250509802	3.16E-09
TraesCS5B02G158300	8.85E-05	0.999445772
TraesCS5B02G166600	0.020400364	0.958247047
TraesCS2B02G223800	0.266307891	0.618867804
TraesCS6A02G041900	0.918469724	0.011249325
TraesCS3D02G135500	0.131101617	0.238709064
TraesCS2A02G053200	-0.027473901	0.72933666
TraesCS4A02G074000	-1.017829122	0.803021211
TraesCS1D02G254500	0.017318002	0.839034781
TraesCS1A02G234300	0.686075372	0.480832375
TraesCS7A02G254900	-0.271592148	0.625255446
TraesCS6A02G197900	-0.444039	0.055173128
TraesCS2B02G458500	0.214154522	0.210163992
TraesCS5D02G044800	0.387102067	0.522503053
TraesCS1B02G180000	-0.317597242	0.467414288
TraesCS2A02G584000	-0.941431639	0.73775843
TraesCS6A02G307400	-0.125571864	0.226782578
TraesCS2A02G502200	0.251363588	0.088401785
TraesCS5B02G212200	0.102886386	0.661499648
TraesCS2A02G247100	1.809345921	0.602321014
TraesCS5A02G447200	1.084066264	1.38E-19
TraesCS6B02G374000	-0.082695581	0.759839835
TraesCS3D02G178600	-0.142837304	0.737292424
TraesCS5A02G184600	0.519697845	0.803547246
TraesCS7D02G385100	-0.158956244	0.122742015
TraesCS6B02G015300	-0.056044313	0.98621341
TraesCS6B02G163500	0.836684454	0.752405415
TraesCS3B02G237500	-0.046274975	0.682385227
TraesCS6B02G310500	-0.316010652	0.024447133
TraesCS5B02G495800	0.520655812	0.622825863
TraesCS7A02G044100	-0.347131549	0.298621566
TraesCS3B02G135900	0.416992048	0.147204753
TraesCS5A02G075400	0.01970919	0.885899849
TraesCS7A02G354300	-0.107273919	0.765713839
TraesCS6A02G332800	-0.02455097	0.87679064
TraesCS2A02G189100	-0.462022731	0.705635962
TraesCS3D02G529200	-0.049212711	0.553041829
TraesCS2D02G018600	-0.243204753	0.009031449
TraesCS6D02G361500	3.614008353	0.079995901
TraesCS7A02G489100	-1.666501977	3.56E-10
TraesCS2D02G502400	-0.140759471	0.048359472
TraesCS3B02G463800	-0.125639469	0.43014199
TraesCS5A02G132300	0.111887175	0.452459105
TraesCS3A02G369700	0.057034237	0.729927568
TraesCS5A02G145100	NA	NA
TraesCS5D02G043200	0.230834343	0.24377548
TraesCS3D02G220700	1.836446123	0.405349554
TraesCS5B02G010500	NA	NA
TraesCS1D02G244900	0.061280974	0.500107538
TraesCS3B02G139500	NA	NA
TraesCS5A02G481400	0.003879402	0.971042247
TraesCS1A02G009100	0.285368164	0.525763076
TraesCS7A02G220100	0.211963578	0.111018742
TraesCS1B02G180200	0.029403614	0.934066829
TraesCS4D02G239800	NA	NA
TraesCS4A02G175400	NA	NA
TraesCS4B02G180000	0.815215669	0.478828351
TraesCS1D02G255000	NA	NA
TraesCS1B02G104200	-1.017829122	0.803021211
TraesCS3D02G259000	-0.01567593	0.966774218
TraesCS2D02G287700	1.246160898	0.047353069
TraesCS3D02G397100	0.056893829	0.607574518
TraesCS2D02G340600	0.084617904	0.381797055
TraesCS5A02G141300	-0.02585485	0.901970089
TraesCS4D02G075000	1.521690119	0.284677859
TraesCS5B02G053100	-0.958610037	0.318294431
TraesCS5D02G385600	-0.072105059	0.551235814
TraesCS4B02G305500	1.424863177	0.531060795
TraesCS2B02G268000	-0.076623193	0.442567241
TraesCS3B02G358200	0.360020997	0.569737291
TraesCS2B02G235300	0.269298927	0.8617675
TraesCS2A02G287600	-0.102500248	0.432120938
TraesCS2B02G452200	0.096051978	0.532493589
TraesCS4B02G121900	NA	NA
TraesCS4D02G271000	1.122157935	0.003797195
TraesCS3B02G375100	0.652713592	3.73E-07
TraesCS6D02G301000	-0.074059459	0.786257283
TraesCS2B02G028000	NA	NA
TraesCS4B02G210000	-0.001244716	0.989225173
TraesCS7D02G465700	-0.395105767	0.23612179
TraesCS4A02G124900	-0.425178634	0.442116256
TraesCS6A02G292600	-0.73312367	0.209759547
TraesCS7A02G021105	2.771581573	1.24E-05
TraesCS7B02G250400	-0.022949718	0.759973676
TraesCS4B02G109700	-0.305195095	0.755820838
TraesCS3B02G322300	0.220237885	0.023692046
TraesCS6B02G406300	-0.102238885	0.342749718
TraesCS6D02G106900	0.077579554	0.60079963
TraesCS7B02G056900	-0.273763599	0.82848038
TraesCS4A02G199500	-0.057882202	0.773275057
TraesCS2B02G621200	0.327073562	0.50804349
TraesCS7B02G110400	0.106516319	0.330346976
TraesCS7D02G455200	0.412983717	0.374368869
TraesCS4D02G337500	-0.625934917	0.18490693
TraesCSU02G021900	0.050114486	0.657104622
TraesCS7D02G095000	-0.057427868	0.937531562
TraesCS4B02G048900	-0.479002607	0.705748328
TraesCS5A02G070000	1.7997771	0.57561517
TraesCS7B02G200900	0.001129206	0.992027066
TraesCS6D02G188100	0.131097822	0.372643343
TraesCS2B02G277200	1.807274337	0.573117674
TraesCS6A02G148700	0.688705984	0.321516678
TraesCS5B02G518200	0.036103369	0.801822617
TraesCS1A02G221000	0.217530759	0.138518411
TraesCS4A02G030600	NA	NA
TraesCS5D02G500400	-0.129911968	0.250807715
TraesCS5D02G110100	0.254379076	0.870422756
TraesCS7D02G449900	-0.16981144	0.202256185
TraesCS2D02G566500	-0.869732308	1.20E-13
TraesCS5D02G198600	-0.103694988	0.494983748
TraesCS3D02G136700	0.779824451	0.547748566
TraesCS4B02G173200	0.943455381	0.430124422
TraesCS6B02G259700	NA	NA
TraesCS2B02G132300	NA	NA
TraesCS1A02G163100	-0.052171291	0.79427944
TraesCS1D02G243400	NA	NA
TraesCS1B02G435200	2.789813927	0.300176876
TraesCS4A02G129100	3.009457993	0.078790947
TraesCS2D02G177600	-0.056044313	0.98621341
TraesCS3B02G140400	0.035823691	0.771270558
TraesCS3D02G292600	-0.144178861	0.155333954
TraesCS7D02G470500	-1.477758692	0.300369391
TraesCS5B02G493000	3.009073912	0.08375257
TraesCS4A02G471000	0.90572423	0.824340734
TraesCSU02G039900	0.079076999	0.316225543
TraesCS1D02G263700	-0.719897722	0.003784582
TraesCS5A02G294600	0.024503425	0.814681693
TraesCS5B02G359800	0.127594213	0.210655541
TraesCS7D02G159800	-0.084292395	0.243836734
TraesCS4D02G051100	-0.229824791	0.249159427
TraesCS6B02G006200	1.841557927	0.382699331
TraesCS5A02G206700	0.278985079	0.288287606
TraesCS2D02G035700	0.10801822	0.683387109
TraesCS4A02G251900	0.100157322	0.506414786
TraesCS4B02G155800	0.181231464	0.205380725
TraesCS7B02G116500	-0.302391489	0.003750722
TraesCS7B02G329700	0.070941144	0.869238606
TraesCS1D02G018400	0.010333838	0.937127689
TraesCS1A02G006300	0.16911002	0.018658657
TraesCS4D02G068800	-1.858632468	0.254346154
TraesCS2A02G179100	NA	NA
TraesCS5B02G133500	0.251502662	0.003027616
TraesCS5A02G250900	-1.017829122	0.803021211
TraesCS3A02G499800	0.858028216	0.200229988
TraesCS4D02G207500	0.265139147	0.007776258
TraesCS3D02G257300	0.90572423	0.824340734
TraesCS7A02G263900	0.215375945	0.035469991
TraesCS1A02G142800	-0.149757878	0.174597783
TraesCS6B02G137100	-0.384895906	0.057275801
TraesCS3B02G422300	-0.910822242	0.17002096
TraesCS4A02G229900	1.805640527	0.603498034
TraesCS4B02G365700	-0.286774732	0.361445102
TraesCS7A02G084400	0.089145787	0.282733618
TraesCS2D02G430000	0.165386553	0.04992365
TraesCS2A02G218100	0.836684454	0.752405415
TraesCS3D02G199700	-0.437906839	0.043148507
TraesCS4B02G211400	-0.105814831	0.161796303
TraesCS6B02G163400	-0.507394403	0.09467625
TraesCS2B02G257800	-0.14437782	0.110987611
TraesCS3A02G027900	-0.047840813	0.976623076
TraesCS6B02G400000	-0.401728182	0.301330485
TraesCS1D02G103700	0.095856182	0.710612135
TraesCS4A02G162700	-0.010460547	0.911009725
TraesCS4B02G110400	0.224455048	0.032815428
TraesCS7B02G283000	0.049370418	0.554370993
TraesCS4D02G199100	-0.341670826	0.000381877
TraesCS1D02G380200	-0.009733253	0.949477662
TraesCS7B02G269400	0.519520006	0.720119997
TraesCS5A02G134600	0.140026568	0.18084008
TraesCS1A02G210400	0.385643293	0.309202917
TraesCS4B02G342100	0.90572423	0.824340734
TraesCS5A02G461100	0.400784805	0.014156925
TraesCS5D02G500100	0.10610591	0.417093488
TraesCS6A02G178600	0.159416886	0.651932565
TraesCS2A02G392200	NA	NA
TraesCS4A02G453300	0.90572423	0.824340734
TraesCS2A02G064000	0.31797577	0.169754752
TraesCS2D02G596200	NA	NA
TraesCS5B02G058100	0.953077908	0.544031667
TraesCS2A02G312400	-0.957058416	0.716250891
TraesCS2B02G230900	0.16331986	0.043558258
TraesCS5B02G119200	-0.056287874	0.922871373
TraesCS5A02G082000	0.065532293	0.731265598
TraesCS2A02G452100	0.097643935	0.711305068
TraesCS3B02G485600	-0.119369248	0.196346639
TraesCS7D02G267200	0.002421454	0.985713235
TraesCS7B02G394200	0.678197918	0.332759587
TraesCS2D02G245600	-0.084391245	0.298015209
TraesCS2A02G559100	-0.045519147	0.984873519
TraesCS2B02G042200	-1.057917041	0.222281524
TraesCS2B02G119700	-0.012300061	0.881293464
TraesCS3D02G203800	0.111756573	0.323171088
TraesCS4B02G158400	-0.017409277	0.857708436
TraesCS7D02G051600	-6.122231375	1.90E-29
TraesCS6B02G432200	-0.030900835	0.695062304
TraesCS2B02G528800	0.337915618	0.295792669
TraesCS2B02G040800	NA	NA
TraesCSU02G016700	-1.467513545	0.019110278
TraesCS4A02G085200	0.20339756	0.611105729
TraesCS3A02G168900	-0.039218292	0.571001975
TraesCS5B02G374800	0.015902184	0.843424652
TraesCS5D02G004900	-0.13012044	0.804592256
TraesCS5A02G149000	0.163442445	0.249502622
TraesCS3A02G390700	-0.194033015	0.24308226
TraesCS4B02G063000	-2.124617694	0.577109254
TraesCS7A02G225100	-0.168572604	0.852901419
TraesCS7B02G375100	0.829627599	0.768002877
TraesCS4A02G355900	0.020526415	0.939451369
TraesCS4A02G043269	2.253803212	0.154534285
TraesCS6D02G221000	0.088112151	0.23958062
TraesCS3A02G106100	NA	NA
TraesCS4D02G149000	-0.252884916	0.12543383
TraesCS4D02G048300	1.366661205	0.373618029
TraesCS7B02G087600	1.789983877	0.608457465
TraesCS6B02G073900	-2.126973044	0.032070997
TraesCS5D02G292500	0.758393099	0.02686921
TraesCS5A02G488400	0.025693989	0.976056775
TraesCS7B02G157100	NA	NA
TraesCS3A02G069900	-0.22963476	0.135201816
TraesCS5B02G023200	-0.065987474	0.971371106
TraesCS4B02G042100	-0.021468647	0.928540819
TraesCS3A02G439600	-1.017829122	0.803021211
TraesCS2B02G137100	0.00284665	0.979347549
TraesCS2D02G097300	0.576701529	0.272384428
TraesCS5B02G500900	-0.066910261	0.702132494
TraesCS7A02G304200	-0.197932032	0.370964702
TraesCS5B02G313600	0.00157013	0.994428496
TraesCS4D02G081000	-2.51384645	0.352037053
TraesCS5D02G557200	0.026918583	0.802086825
TraesCS2A02G011300	0.085446368	0.524700664
TraesCS3A02G405200	-1.017829122	0.803021211
TraesCS6B02G265700	-0.862346913	0.096094268
TraesCS5D02G450300	-0.121200839	0.638143933
TraesCS6D02G350100	-0.065375245	0.446732709
TraesCS2D02G442300	-0.041859919	0.699060673
TraesCS1B02G232400	-0.250756728	0.003109164
TraesCS3B02G304800	-0.225387307	0.161366961
TraesCS2D02G035600	-0.104493343	0.658157451
TraesCS7A02G421300	3.130437735	0.175567149
TraesCS7A02G242000	0.004596231	0.987367565
TraesCS5D02G128100	-0.291786023	0.753679157
TraesCS1B02G348600	0.044148981	0.90076229
TraesCS5B02G556800	1.428524422	0.57428339
TraesCS1B02G141300	-0.140129931	0.299011921
TraesCS3D02G372000	0.305246616	0.703630207
TraesCS5B02G165700	-1.017829122	0.803021211
TraesCS3D02G239100	0.058811978	0.372322148
TraesCS3D02G538900	0.112479574	0.425160831
TraesCS2D02G266000	0.006440784	0.946394384
TraesCS1A02G105500	-0.124752809	0.240002086
TraesCS2A02G295400	-0.117877855	0.514257865
TraesCS3D02G423500	-0.037757679	0.683188226
TraesCS2B02G480200	0.113245952	0.260109041
TraesCS2B02G385200	0.62471576	0.623454935
TraesCS7A02G333800	-0.153089883	0.286180665
TraesCS1D02G267100	0.204664658	0.387925579
TraesCS5D02G143100	NA	NA
TraesCS7D02G070100	0.043673772	0.75940482
TraesCS7D02G114700	1.807274337	0.573117674
TraesCS2D02G236100	-0.050361923	0.47772168
TraesCS7B02G418800	0.146827721	0.456460231
TraesCS1A02G292900	NA	NA
TraesCS2D02G189400	NA	NA
TraesCS5A02G318000	0.403784567	0.002970727
TraesCS3A02G044500	-0.686543002	0.426005053
TraesCS2B02G030200	0.580937285	9.68E-06
TraesCS5D02G067500	-0.020909347	0.915165894
TraesCS6B02G384800	0.02950842	0.949664411
TraesCS1B02G067400	0.272721421	0.862121665
TraesCS3B02G181400	-0.093187568	0.563993088
TraesCS1D02G213900	0.060279928	0.414965995
TraesCS2A02G546400	0.057175142	0.880449206
TraesCS6B02G138500	-0.909164039	0.479635298
TraesCS2A02G037200	-0.07767092	0.318027299
TraesCS2B02G141200	NA	NA
TraesCS6A02G061500	0.151156448	0.908911434
TraesCS4D02G175000	-0.119368808	0.145979444
TraesCS6B02G152300	-0.209005613	0.613679845
TraesCS6B02G453700	0.113474732	0.786167049
TraesCS5B02G490900	1.833719798	0.410338952
TraesCS3B02G144200	-1.05506988	0.392655384
TraesCS6A02G103100	0.182102137	0.563202385
TraesCS7A02G532900	-0.418069176	0.512256014
TraesCS1A02G444400	-0.459014004	0.799946876
TraesCS3A02G021900	-0.856290883	0.4169768
TraesCS3B02G454500	-0.121352596	0.866547754
TraesCS7B02G032400	0.008471967	0.930319558
TraesCS3D02G092900	-0.081338811	0.680993969
TraesCS2B02G358800	0.938433767	0.633440185
TraesCS5A02G532000	-0.513871061	0.009894475
TraesCS1D02G264600	NA	NA
TraesCS1B02G267500	-0.438742286	0.641111953
TraesCS1B02G192900	0.282799353	0.088705977
TraesCS5B02G175500	-0.041605494	0.60496132
TraesCS4A02G145900	-0.14978162	0.172574979
TraesCS5A02G517900	-0.470918863	0.582244535
TraesCS5D02G475900	0.379697395	8.73E-05
TraesCS7B02G233500	0.07362005	0.920753591
TraesCS1A02G328200	0.127525156	0.742826998
TraesCS2D02G238600	-0.197122695	0.008191757
TraesCS1A02G207500	-1.017829122	0.803021211
TraesCS7A02G169200	-2.486691916	0.398301913
TraesCS2D02G223600	1.429420541	0.547900945
TraesCS5A02G284600	0.045117309	0.640989143
TraesCS3B02G198400	-1.017829122	0.803021211
TraesCS2A02G180100	-1.017829122	0.803021211
TraesCS5B02G566000	0.847994452	0.386295939
TraesCS7A02G239000	0.312584776	0.398258998
TraesCS1D02G135800	-0.239708733	0.068522032
TraesCS7D02G513200	-0.066286363	0.561656267
TraesCS7A02G279500	-0.013083174	0.912680029
TraesCS2A02G045600	-0.977795671	0.72559451
TraesCS2A02G066000	0.90572423	0.824340734
TraesCS5D02G242400	0.746490089	0.009297579
TraesCS1A02G439300	0.03695074	0.823910389
TraesCS3A02G220200	-1.028779673	0.006346326
TraesCS3D02G275300	-0.304453657	0.179896585
TraesCS4A02G357500	-0.049318518	0.97816053
TraesCS3B02G400100	0.039401711	0.716916491
TraesCS5D02G069800	-0.438260064	0.182021138
TraesCS2D02G224400	0.074709428	0.447902769
TraesCS2D02G354300	0.204223923	0.08005054
TraesCS6B02G037800	0.090038967	0.841749881
TraesCS5D02G353600	-2.52817672	0.384695256
TraesCS5A02G451300	-0.941431639	0.73775843
TraesCS2B02G525300	NA	NA
TraesCS1B02G470900	0.787315535	0.001706873
TraesCS6D02G385200	0.070826354	0.833350049
TraesCS3A02G405500	-0.151389174	0.685964513
TraesCS7B02G123500	0.584498712	0.010523277
TraesCS2B02G515900	-0.056602325	0.738902231
TraesCS4D02G203300	0.03319557	0.699373053
TraesCS2B02G562300	0.529313257	1.05E-11
TraesCS1A02G342800	NA	NA
TraesCS6B02G470200	0.27378892	0.861149764
TraesCS1A02G208000	0.122665308	0.570135017
TraesCS4D02G363000	-0.316536322	0.185303225
TraesCS2B02G456100	-0.028444339	0.767756687
TraesCS1B02G262100	0.019362437	0.926410582
TraesCS6A02G254300	0.554644609	0.087340806
TraesCS3D02G203300	-0.265271884	0.090217538
TraesCS7A02G223400	0.25113125	0.733861556
TraesCS2A02G082200	0.055419999	0.88634887
TraesCS3A02G007400	0.843398	0.764495124
